author_name,file_name
Shinya Maeda,changelogs/unreleased/sh-bump-omniauth-gitlab.yml
Shinya Maeda,config/initializers/01_secret_token.rb
Shinya Maeda,config/initializers/1_settings.rb
Shinya Maeda,config/initializers/2_gitlab.rb
Shinya Maeda,config/initializers/6_validations.rb
Shinya Maeda,config/initializers/carrierwave_monkey_patch.rb
Shinya Maeda,config/initializers/omniauth.rb
Shinya Maeda,config/settings.rb
Shinya Maeda,db/migrate/20160302152808_remove_wrong_import_url_from_projects.rb
Shinya Maeda,db/migrate/20180511131058_create_clusters_applications_jupyter.rb
Shinya Maeda,db/post_migrate/20171124104327_migrate_kubernetes_service_to_new_clusters_architectures.rb
Shinya Maeda,db/post_migrate/20180507083701_set_minimal_project_build_timeout.rb
Shinya Maeda,db/schema.rb
Shinya Maeda,doc/administration/auth/ldap.md
Shinya Maeda,doc/development/new_fe_guide/dependencies.md
Shinya Maeda,doc/install/installation.md
Shinya Maeda,doc/user/permissions.md
Shinya Maeda,doc/user/project/clusters/index.md
Shinya Maeda,doc/user/project/pages/index.md
Shinya Maeda,lib/api/runner.rb
Shinya Maeda,lib/api/runners.rb
Shinya Maeda,lib/feature.rb
Shinya Maeda,lib/gitlab/auth.rb
Shinya Maeda,lib/gitlab/ci/trace/http_io.rb
Shinya Maeda,lib/gitlab/cycle_analytics/summary/commit.rb
Shinya Maeda,lib/gitlab/git/repository.rb
Shinya Maeda,lib/gitlab/git/storage/checker.rb
Shinya Maeda,lib/gitlab/git/storage/circuit_breaker.rb
Shinya Maeda,lib/gitlab/gitaly_client.rb
Shinya Maeda,lib/gitlab/gitaly_client/storage_settings.rb
Shinya Maeda,lib/gitlab/health_checks/fs_shards_check.rb
Shinya Maeda,lib/gitlab/temporarily_allow.rb
Shinya Maeda,lib/gitlab/url_blocker.rb
Shinya Maeda,lib/omni_auth/strategies/jwt.rb
Shinya Maeda,lib/rspec_flaky/listener.rb
Shinya Maeda,lib/rspec_flaky/report.rb
Shinya Maeda,lib/tasks/lint.rake
Shinya Maeda,package.json
Shinya Maeda,scripts/prune-old-flaky-specs
Shinya Maeda,spec/controllers/groups/runners_controller_spec.rb
Shinya Maeda,spec/controllers/projects/mirrors_controller_spec.rb
Shinya Maeda,spec/controllers/projects/runners_controller_spec.rb
Shinya Maeda,spec/controllers/projects/services_controller_spec.rb
Shinya Maeda,spec/controllers/projects/settings/ci_cd_controller_spec.rb
Shinya Maeda,spec/factories/ci/runner_projects.rb
Shinya Maeda,spec/factories/ci/runners.rb
Shinya Maeda,spec/factories/clusters/applications/helm.rb
Shinya Maeda,spec/factories/issues.rb
Shinya Maeda,spec/features/admin/admin_runners_spec.rb
Shinya Maeda,spec/features/boards/issue_ordering_spec.rb
Shinya Maeda,spec/features/runners_spec.rb
Shinya Maeda,spec/finders/runner_jobs_finder_spec.rb
Shinya Maeda,spec/fixtures/api/schemas/cluster_status.json
Shinya Maeda,spec/fixtures/api/schemas/entities/issue.json
Shinya Maeda,spec/initializers/secret_token_spec.rb
