Issue Type,Issue key,Status,Created,Priority,Resolved,Bug age,,,,,,,,,,
Bug,PUP-6647,Closed,8/24/2016,Normal,8/30/2016,6,,,,,,,,,,
Bug,PUP-6698,Closed,8/24/2016,Normal,5/31/2017,280,,,,,,,,,,
Bug,PUP-6656,Closed,8/25/2016,Normal,5/31/2017,279,,,,,,,,,,
Bug,PUP-6657,Closed,8/25/2016,Normal,5/16/2017,264,,,,,,,,,,
Bug,PUP-6661,Closed,8/29/2016,Normal,5/16/2017,260,,,,,,,,,,
Bug,PUP-6663,Closed,8/30/2016,Normal,12/7/2016,99,,,,,,,,,,
Bug,PUP-6667,Closed,8/31/2016,Normal,5/16/2017,258,,,,,,,,,,
Bug,PUP-6669,Closed,9/1/2016,Normal,9/6/2016,5,,,,,,,,,,
Bug,PUP-6675,Closed,9/2/2016,Normal,7/6/2017,307,,,,,,,,,,
Bug,PUP-6677,Closed,9/2/2016,Normal,5/18/2017,258,,,,,,,,,,
Bug,PUP-6679,Closed,9/5/2016,Normal,9/5/2016,0,,,,,,,,,,
Bug,PUP-6683,Closed,9/5/2016,Normal,9/7/2016,2,,,,,,,,,,
Bug,PUP-6682,Closed,9/6/2016,Normal,9/26/2016,20,,,,,,,,,,
Bug,PUP-6684,Closed,9/6/2016,Normal,6/8/2018,640,,,,,,,,,,
Bug,PUP-6686,Closed,9/7/2016,Normal,9/26/2016,19,,,,,,,,,,
Bug,PUP-6687,Closed,9/7/2016,Normal,10/5/2016,28,,,,,,,,,,
Bug,PUP-6689,Closed,9/8/2016,Normal,10/5/2016,27,,,,,,,,,,
Bug,PUP-6690,Closed,9/8/2016,Normal,10/6/2016,28,,,,,,,,,,
Bug,PUP-6691,Closed,9/8/2016,Normal,9/22/2016,14,,,,,,,,,,
Bug,PUP-6693,Closed,9/9/2016,Normal,9/26/2016,17,,,,,,,,,,
Bug,PUP-6694,Closed,9/9/2016,Normal,5/15/2017,248,,,,,,,,,,
Bug,PUP-6696,Closed,9/9/2016,Normal,1/25/2017,138,,,,,,,,,,
Bug,PUP-6697,Closed,9/11/2016,Normal,5/21/2018,617,,,,,,,,,,
Bug,PUP-6709,Closed,9/16/2016,Normal,9/16/2016,0,,,,,,,,,,
Bug,PUP-6711,Closed,9/16/2016,Normal,9/27/2016,11,,,,,,,,,,
Bug,PUP-6807,Closed,9/19/2016,Normal,10/13/2016,24,,,,,,,,,,
Bug,PUP-6746,Closed,9/27/2016,Normal,10/4/2016,7,,,,,,,,,,
Bug,PUP-6747,Closed,9/27/2016,Normal,3/8/2018,527,,,,,,,,,,
Bug,PUP-6749,Closed,9/27/2016,Normal,10/21/2016,24,,,,,,,,,,
Bug,PUP-6752,Closed,9/28/2016,Normal,10/5/2016,7,,,,,,,,,,
Bug,PUP-6753,Closed,9/28/2016,Normal,10/4/2016,6,,,,,,,,,,
Bug,PUP-6756,Closed,9/28/2016,Normal,7/31/2017,306,,,,,,,,,,
Bug,PUP-6758,Closed,9/29/2016,Normal,12/28/2016,90,,,,,,,,,,
Bug,PUP-6765,Closed,9/30/2016,Normal,10/4/2016,4,,,,,,,,,,
Bug,PUP-6766,Closed,9/30/2016,Normal,10/3/2016,3,,,,,,,,,,
Bug,PUP-6769,Closed,10/3/2016,Normal,11/17/2017,410,,,,,,,,,,
Bug,PUP-6777,Closed,10/4/2016,Normal,12/28/2016,85,,,,,,,,,,
Bug,PUP-6787,Closed,10/5/2016,Normal,10/6/2016,1,,,,,,,,,,
Bug,PUP-6788,Closed,10/5/2016,Normal,10/6/2016,1,,,,,,,,,,
Bug,PUP-6792,Closed,10/5/2016,Normal,12/9/2016,65,,,,,,,,,,
Bug,PUP-6793,Closed,10/5/2016,Normal,12/9/2016,65,,,,,,,,,,
Bug,PUP-6795,Closed,10/5/2016,Normal,12/9/2016,65,,,,,,,,,,
Bug,PUP-6796,Closed,10/5/2016,Normal,12/9/2016,65,,,,,,,,,,
Bug,PUP-6797,Closed,10/5/2016,Normal,12/9/2016,65,,,,,,,,,,
Bug,PUP-6798,Closed,10/5/2016,Normal,10/25/2016,20,,,,,,,,,,
Bug,PUP-6808,Closed,10/10/2016,Normal,5/16/2017,218,,,,,,,,,,
Bug,PUP-6809,Closed,10/11/2016,Normal,11/4/2016,24,,,,,,,,,,
Bug,PUP-6814,Closed,10/12/2016,Normal,1/30/2017,110,,,,,,,,,,
Bug,PUP-6815,Closed,10/13/2016,Normal,8/18/2017,309,,,,,,,,,,
Bug,PUP-6819,Closed,10/14/2016,Normal,10/17/2016,3,,,,,,,,,,
Bug,PUP-6821,Closed,10/14/2016,Normal,11/29/2016,46,,,,,,,,,,
Bug,PUP-6822,Closed,10/16/2016,Normal,10/9/2018,723,,,,,,,,,,
Bug,PUP-6823,Closed,10/17/2016,Normal,7/30/2018,651,,,,,,,,,,
Bug,PUP-6825,Closed,10/17/2016,Normal,2/28/2017,134,,,,,,,,,,
Bug,PUP-6827,Closed,10/17/2016,Normal,10/21/2016,4,,,,,,,,,,
Bug,PUP-6834,Closed,10/19/2016,Normal,11/17/2016,29,,,,,,,,,,
Bug,PUP-6836,Closed,10/21/2016,Normal,3/10/2017,140,,,,,,,,,,
Bug,PUP-6842,Closed,10/25/2016,Normal,10/30/2016,5,,,,,,,,,,
Bug,PUP-6849,Closed,10/28/2016,Normal,12/12/2016,45,,,,,,,,,,
Bug,PUP-6850,Closed,10/28/2016,Normal,12/7/2016,40,,,,,,,,,,
Bug,PUP-6853,Closed,10/28/2016,Normal,10/31/2016,3,,,,,,,,,,
Bug,PUP-6854,Closed,11/1/2016,Normal,10/11/2017,344,,,,,,,,,,
Bug,PUP-6856,Closed,11/1/2016,Normal,11/28/2016,27,,,,,,,,,,
Bug,PUP-6860,Closed,11/1/2016,Normal,1/31/2017,91,,,,,,,,,,
Bug,PUP-6862,Closed,11/2/2016,Normal,11/5/2016,3,,,,,,,,,,
Bug,PUP-6864,Closed,11/2/2016,Normal,1/23/2017,82,,,,,,,,,,
Bug,PUP-6871,Closed,11/3/2016,Normal,11/7/2016,4,,,,,,,,,,
Bug,PUP-6876,Closed,11/3/2016,Normal,11/15/2016,12,,,,,,,,,,
Bug,PUP-6882,Closed,11/4/2016,Normal,11/29/2016,25,,,,,,,,,,
Bug,PUP-6883,Closed,11/4/2016,Normal,11/10/2016,6,,,,,,,,,,
Bug,PUP-6895,Closed,11/6/2016,Normal,7/17/2017,253,,,,,,,,,,
Bug,PUP-6897,Closed,11/7/2016,Normal,11/11/2016,4,,,,,,,,,,
Bug,PUP-6898,Closed,11/7/2016,Normal,11/11/2016,4,,,,,,,,,,
Bug,PUP-6899,Closed,11/7/2016,Normal,11/11/2016,4,,,,,,,,,,
Bug,PUP-6900,Closed,11/7/2016,Normal,11/8/2016,1,,,,,,,,,,
Bug,PUP-6911,Closed,11/10/2016,Normal,11/11/2016,1,,,,,,,,,,
Bug,PUP-6913,Closed,11/10/2016,Normal,11/11/2016,1,,,,,,,,,,
Bug,PUP-6917,Closed,11/14/2016,Normal,11/29/2016,15,,,,,,,,,,
Bug,PUP-6918,Closed,11/15/2016,Normal,1/10/2017,56,,,,,,,,,,
Bug,PUP-6919,Closed,11/15/2016,Normal,9/26/2018,680,,,,,,,,,,
Bug,PUP-6920,Closed,11/15/2016,Normal,10/9/2018,693,,,,,,,,,,
Bug,PUP-6923,Closed,11/16/2016,Normal,5/16/2017,181,,,,,,,,,,
Bug,PUP-6924,Closed,11/16/2016,Normal,11/28/2016,12,,,,,,,,,,
Bug,PUP-6927,Closed,11/16/2016,Normal,12/15/2016,29,,,,,,,,,,
Bug,PUP-6931,Closed,11/17/2016,Normal,11/18/2016,1,,,,,,,,,,
Bug,PUP-6937,Closed,11/21/2016,Normal,11/23/2016,2,,,,,,,,,,
Bug,PUP-6940,Closed,11/26/2016,Normal,11/27/2016,1,,,,,,,,,,
Bug,PUP-6941,Closed,11/27/2016,Normal,5/16/2017,170,,,,,,,,,,
Bug,PUP-6950,Closed,11/30/2016,Normal,1/12/2017,43,,,,,,,,,,
Bug,PUP-6951,Closed,11/30/2016,Normal,5/16/2017,167,,,,,,,,,,
Bug,PUP-6952,Closed,11/30/2016,Normal,11/30/2016,0,,,,,,,,,,
Bug,PUP-6953,Closed,11/30/2016,Normal,10/24/2017,328,,,,,,,,,,
Bug,PUP-6954,Closed,11/30/2016,Normal,5/11/2018,527,,,,,,,,,,
Bug,PUP-6956,Closed,11/30/2016,Normal,12/9/2016,9,,,,,,,,,,
Bug,PUP-6963,Closed,12/1/2016,Normal,12/7/2016,6,,,,,,,,,,
Bug,PUP-6966,Closed,12/1/2016,Normal,8/18/2017,260,,,,,,,,,,
Bug,PUP-6967,Closed,12/1/2016,Normal,12/9/2016,8,,,,,,,,,,
Bug,PUP-6974,Closed,12/5/2016,Normal,12/12/2016,7,,,,,,,,,,
Bug,PUP-6975,Closed,12/5/2016,Normal,5/16/2017,162,,,,,,,,,,
Bug,PUP-6983,Closed,12/7/2016,Normal,6/13/2017,188,,,,,,,,,,
Bug,PUP-6984,Closed,12/7/2016,Normal,2/5/2018,425,,,,,,,,,,
Bug,PUP-6987,Closed,12/7/2016,Normal,5/16/2017,160,,,,,,,,,,
Bug,PUP-6988,Closed,12/7/2016,Normal,12/8/2016,1,,,,,,,,,,
Bug,PUP-6989,Closed,12/8/2016,Normal,12/28/2016,20,,,,,,,,,,
Bug,PUP-6992,Closed,12/9/2016,Normal,1/11/2017,33,,,,,,,,,,
Bug,PUP-6994,Closed,12/9/2016,Normal,7/31/2017,234,,,,,,,,,,
Bug,PUP-6995,Closed,12/9/2016,Normal,8/10/2018,609,,,,,,,,,,
Bug,PUP-6996,Closed,12/12/2016,Normal,4/13/2018,487,,,,,,,,,,
Bug,PUP-6999,Closed,12/12/2016,Normal,1/25/2017,44,,,,,,,,,,
Bug,PUP-7000,Closed,12/12/2016,Normal,5/17/2017,156,,,,,,,,,,
Bug,PUP-7003,Closed,12/13/2016,Normal,1/9/2017,27,,,,,,,,,,
Bug,PUP-7004,Closed,12/13/2016,Normal,1/9/2017,27,,,,,,,,,,
Bug,PUP-7006,Closed,12/13/2016,Normal,2/21/2017,70,,,,,,,,,,
Bug,PUP-7012,Closed,12/14/2016,Normal,1/9/2017,26,,,,,,,,,,
Bug,PUP-7013,Closed,12/14/2016,Normal,1/9/2017,26,,,,,,,,,,
Bug,PUP-7029,Closed,12/16/2016,Normal,1/6/2017,21,,,,,,,,,,
Bug,PUP-7030,Closed,12/18/2016,Normal,1/9/2017,22,,,,,,,,,,
Bug,PUP-7035,Closed,12/19/2016,Normal,1/30/2017,42,,,,,,,,,,
Bug,PUP-7037,Closed,12/20/2016,Normal,12/21/2016,1,,,,,,,,,,
Bug,PUP-7047,Closed,12/22/2016,Normal,1/2/2017,11,,,,,,,,,,
Bug,PUP-7049,Closed,12/27/2016,Normal,5/16/2017,140,,,,,,,,,,
Bug,PUP-7053,Closed,12/30/2016,Normal,1/5/2017,6,,,,,,,,,,
Bug,PUP-7056,Closed,1/2/2017,Normal,1/18/2017,16,,,,,,,,,,
Bug,PUP-7057,Closed,1/3/2017,Normal,4/4/2018,456,,,,,,,,,,
Bug,PUP-7061,Closed,1/3/2017,Normal,1/9/2017,6,,,,,,,,,,
Bug,PUP-7062,Closed,1/4/2017,Normal,1/5/2017,1,,,,,,,,,,
Bug,PUP-7063,Closed,1/4/2017,Normal,6/13/2017,160,,,,,,,,,,
Bug,PUP-7064,Closed,1/4/2017,Normal,1/4/2017,0,,,,,,,,,,
Bug,PUP-7067,Closed,1/5/2017,Normal,1/9/2017,4,,,,,,,,,,
Bug,PUP-7068,Closed,1/5/2017,Normal,2/15/2018,406,,,,,,,,,,
Bug,PUP-7075,Closed,1/9/2017,Normal,1/9/2017,0,,,,,,,,,,
Bug,PUP-7077,Closed,1/9/2017,Normal,3/27/2017,77,,,,,,,,,,
Bug,PUP-7084,Closed,1/10/2017,Normal,1/11/2017,1,,,,,,,,,,
Bug,PUP-7085,Closed,1/10/2017,Normal,5/16/2017,126,,,,,,,,,,
Bug,PUP-7088,Closed,1/10/2017,Normal,1/12/2017,2,,,,,,,,,,
Bug,PUP-7099,Closed,1/13/2017,Normal,1/25/2017,12,,,,,,,,,,
Bug,PUP-7104,Closed,1/14/2017,Normal,1/25/2017,11,,,,,,,,,,
Bug,PUP-7107,Closed,1/17/2017,Normal,1/30/2017,13,,,,,,,,,,
Bug,PUP-7120,Closed,1/20/2017,Normal,5/16/2017,116,,,,,,,,,,
Bug,PUP-7128,Closed,1/24/2017,Normal,1/25/2017,1,,,,,,,,,,
Bug,PUP-7139,Closed,1/25/2017,Normal,5/16/2017,111,,,,,,,,,,
Bug,PUP-7130,Closed,1/25/2017,Normal,3/1/2017,35,,,,,,,,,,
Bug,PUP-7140,Closed,1/27/2017,Normal,5/16/2017,109,,,,,,,,,,
Bug,PUP-7142,Closed,1/30/2017,Normal,3/1/2017,30,,,,,,,,,,
Bug,PUP-7145,Closed,1/31/2017,Normal,7/31/2017,181,,,,,,,,,,
Bug,PUP-7146,Closed,1/31/2017,Normal,9/26/2018,603,,,,,,,,,,
Bug,PUP-7147,Closed,1/31/2017,Normal,9/26/2018,603,,,,,,,,,,
Bug,PUP-7150,Closed,1/31/2017,Normal,9/26/2018,603,,,,,,,,,,
Bug,PUP-7153,Closed,2/1/2017,Normal,11/10/2017,282,,,,,,,,,,
Bug,PUP-7155,Closed,2/1/2017,Normal,6/13/2017,132,,,,,,,,,,
Bug,PUP-7156,Closed,2/1/2017,Normal,2/3/2017,2,,,,,,,,,,
Bug,PUP-7158,Closed,2/1/2017,Normal,3/22/2017,49,,,,,,,,,,
Bug,PUP-7159,Closed,2/1/2017,Normal,2/22/2017,21,,,,,,,,,,
Bug,PUP-7162,Closed,2/1/2017,Normal,4/4/2017,62,,,,,,,,,,
Bug,PUP-7164,Closed,2/2/2017,Normal,2/7/2017,5,,,,,,,,,,
Bug,PUP-7168,Closed,2/2/2017,Normal,3/1/2017,27,,,,,,,,,,
Bug,PUP-7179,Closed,2/4/2017,Normal,2/8/2017,4,,,,,,,,,,
Bug,PUP-7194,Closed,2/8/2017,Normal,9/27/2018,596,,,,,,,,,,
Bug,PUP-7195,Closed,2/8/2017,Normal,5/17/2017,98,,,,,,,,,,
Bug,PUP-7196,Closed,2/8/2017,Normal,11/16/2017,281,,,,,,,,,,
Bug,PUP-7203,Closed,2/10/2017,Normal,6/6/2017,116,,,,,,,,,,
Bug,PUP-7206,Closed,2/10/2017,Normal,2/12/2017,2,,,,,,,,,,
Bug,PUP-7210,Closed,2/11/2017,Normal,6/29/2017,138,,,,,,,,,,
Bug,PUP-7209,Closed,2/12/2017,Normal,2/12/2017,0,,,,,,,,,,
Bug,PUP-7215,Closed,2/14/2017,Normal,3/6/2017,20,,,,,,,,,,
Bug,PUP-7219,Closed,2/14/2017,Normal,2/23/2017,9,,,,,,,,,,
Bug,PUP-7220,Closed,2/15/2017,Normal,2/16/2017,1,,,,,,,,,,
Bug,PUP-7221,Closed,2/15/2017,Normal,12/13/2017,301,,,,,,,,,,
Bug,PUP-7229,Closed,2/17/2017,Normal,2/17/2017,0,,,,,,,,,,
Bug,PUP-7233,Closed,2/20/2017,Normal,2/23/2017,3,,,,,,,,,,
Bug,PUP-7234,Closed,2/20/2017,Normal,2/20/2017,0,,,,,,,,,,
Bug,PUP-7236,Closed,2/20/2017,Normal,2/21/2017,1,,,,,,,,,,
Bug,PUP-7273,Closed,2/27/2017,Normal,3/20/2017,21,,,,,,,,,,
Bug,PUP-7274,Closed,2/27/2017,Normal,3/2/2017,3,,,,,,,,,,
Bug,PUP-7275,Closed,2/27/2017,Normal,2/27/2017,0,,,,,,,,,,
Bug,PUP-7276,Closed,2/27/2017,Normal,3/9/2017,10,,,,,,,,,,
Bug,PUP-7282,Closed,2/28/2017,Normal,3/7/2017,7,,,,,,,,,,
Bug,PUP-7283,Closed,2/28/2017,Normal,5/25/2018,451,,,,,,,,,,
Bug,PUP-7287,Closed,3/1/2017,Normal,3/7/2017,6,,,,,,,,,,
Bug,PUP-7291,Closed,3/2/2017,Normal,3/6/2017,4,,,,,,,,,,
Bug,PUP-7302,Closed,3/4/2017,Normal,6/5/2017,93,,,,,,,,,,
Bug,PUP-7306,Closed,3/6/2017,Normal,3/22/2017,16,,,,,,,,,,
Bug,PUP-7316,Closed,3/7/2017,Normal,3/10/2017,3,,,,,,,,,,
Bug,PUP-7317,Closed,3/7/2017,Normal,3/8/2017,1,,,,,,,,,,
Bug,PUP-8096,Closed,3/8/2017,Normal,11/23/2017,260,,,,,,,,,,
Bug,PUP-7325,Closed,3/8/2017,Normal,3/9/2017,1,,,,,,,,,,
Bug,PUP-7326,Closed,3/9/2017,Normal,3/14/2018,370,,,,,,,,,,
Bug,PUP-7327,Closed,3/9/2017,Normal,3/13/2017,4,,,,,,,,,,
Bug,PUP-7328,Closed,3/9/2017,Normal,3/24/2017,15,,,,,,,,,,
Bug,PUP-7329,Closed,3/9/2017,Normal,4/12/2017,34,,,,,,,,,,
Bug,PUP-7330,Closed,3/9/2017,Normal,3/24/2017,15,,,,,,,,,,
Bug,PUP-7336,Closed,3/10/2017,Normal,3/22/2017,12,,,,,,,,,,
Bug,PUP-7339,Closed,3/10/2017,Normal,3/16/2017,6,,,,,,,,,,
Bug,PUP-7340,Closed,3/10/2017,Normal,3/22/2017,12,,,,,,,,,,
Bug,PUP-7341,Closed,3/13/2017,Normal,3/22/2017,9,,,,,,,,,,
Bug,PUP-7342,Closed,3/13/2017,Normal,3/16/2017,3,,,,,,,,,,
Bug,PUP-7347,Closed,3/14/2017,Normal,3/15/2017,1,,,,,,,,,,
Bug,PUP-7348,Closed,3/14/2017,Normal,3/15/2017,1,,,,,,,,,,
Bug,PUP-7349,Closed,3/14/2017,Normal,2/9/2018,332,,,,,,,,,,
Bug,PUP-7359,Closed,3/15/2017,Normal,3/22/2017,7,,,,,,,,,,
Bug,PUP-7360,Closed,3/15/2017,Normal,3/29/2017,14,,,,,,,,,,
Bug,PUP-7363,Closed,3/16/2017,Normal,3/16/2017,0,,,,,,,,,,
Bug,PUP-7364,Closed,3/16/2017,Normal,7/31/2017,137,,,,,,,,,,
Bug,PUP-7370,Closed,3/20/2017,Normal,3/24/2017,4,,,,,,,,,,
Bug,PUP-7371,Closed,3/20/2017,Normal,3/24/2017,4,,,,,,,,,,
Bug,PUP-7376,Closed,3/21/2017,Normal,3/21/2017,0,,,,,,,,,,
Bug,PUP-7377,Closed,3/21/2017,Normal,3/22/2017,1,,,,,,,,,,
Bug,PUP-7378,Closed,3/21/2017,Normal,12/19/2017,273,,,,,,,,,,
Bug,PUP-7380,Closed,3/21/2017,Normal,3/27/2017,6,,,,,,,,,,
Bug,PUP-7381,Closed,3/21/2017,Normal,6/1/2017,72,,,,,,,,,,
Bug,PUP-7383,Closed,3/22/2017,Normal,5/30/2017,69,,,,,,,,,,
Bug,PUP-7391,Closed,3/23/2017,Normal,3/27/2017,4,,,,,,,,,,
Bug,PUP-7392,Closed,3/23/2017,Normal,3/24/2017,1,,,,,,,,,,
Bug,PUP-7393,Closed,3/23/2017,Normal,9/26/2018,552,,,,,,,,,,
Bug,PUP-7394,Closed,3/23/2017,Normal,1/30/2018,313,,,,,,,,,,
Bug,PUP-7396,Closed,3/23/2017,Normal,3/23/2017,0,,,,,,,,,,
Bug,PUP-7397,Closed,3/23/2017,Normal,1/30/2018,313,,,,,,,,,,
Bug,PUP-7399,Closed,3/24/2017,Normal,3/24/2017,0,,,,,,,,,,
Bug,PUP-7403,Closed,3/27/2017,Normal,5/18/2017,52,,,,,,,,,,
Bug,PUP-7401,Closed,3/28/2017,Normal,11/16/2017,233,,,,,,,,,,
Bug,PUP-7402,Closed,3/28/2017,Normal,4/24/2017,27,,,,,,,,,,
Bug,PUP-7409,Closed,3/30/2017,Normal,3/30/2017,0,,,,,,,,,,
Bug,PUP-7410,Closed,3/30/2017,Normal,4/12/2017,13,,,,,,,,,,
Bug,PUP-7414,Closed,3/30/2017,Normal,3/31/2017,1,,,,,,,,,,
Bug,PUP-7416,Closed,3/31/2017,Normal,4/14/2017,14,,,,,,,,,,
Bug,PUP-7419,Closed,3/31/2017,Normal,5/15/2017,45,,,,,,,,,,
Bug,PUP-7420,Closed,4/2/2017,Normal,4/10/2017,8,,,,,,,,,,
Bug,PUP-7423,Closed,4/3/2017,Normal,4/10/2017,7,,,,,,,,,,
Bug,PUP-7429,Closed,4/5/2017,Normal,4/12/2017,7,,,,,,,,,,
Bug,PUP-7434,Closed,4/6/2017,Normal,5/17/2017,41,,,,,,,,,,
Bug,PUP-7436,Closed,4/7/2017,Normal,5/2/2017,25,,,,,,,,,,
Bug,PUP-7437,Closed,4/7/2017,Normal,4/14/2017,7,,,,,,,,,,
Bug,PUP-7440,Closed,4/10/2017,Normal,4/11/2017,1,,,,,,,,,,
Bug,PUP-7443,Closed,4/11/2017,Normal,5/17/2017,36,,,,,,,,,,
Bug,PUP-7444,Closed,4/12/2017,Normal,4/24/2017,12,,,,,,,,,,
Bug,PUP-7448,Closed,4/13/2017,Normal,4/20/2017,7,,,,,,,,,,
Bug,PUP-7457,Closed,4/19/2017,Normal,5/16/2017,27,,,,,,,,,,
Bug,PUP-7458,Closed,4/19/2017,Normal,4/20/2017,1,,,,,,,,,,
Bug,PUP-7463,Closed,4/21/2017,Normal,4/25/2017,4,,,,,,,,,,
Bug,PUP-7464,Closed,4/23/2017,Normal,5/15/2017,22,,,,,,,,,,
Bug,PUP-7467,Closed,4/25/2017,Normal,5/17/2017,22,,,,,,,,,,
Bug,PUP-7468,Closed,4/25/2017,Normal,5/16/2017,21,,,,,,,,,,
Bug,PUP-7469,Closed,4/25/2017,Normal,5/15/2017,20,,,,,,,,,,
Bug,PUP-7471,Closed,4/26/2017,Normal,5/30/2017,34,,,,,,,,,,
Bug,PUP-7492,Closed,4/26/2017,Normal,5/15/2017,19,,,,,,,,,,
Bug,PUP-7473,Closed,4/26/2017,Normal,5/3/2017,7,,,,,,,,,,
Bug,PUP-7475,Closed,4/26/2017,Normal,5/15/2017,19,,,,,,,,,,
Bug,PUP-7482,Closed,4/28/2017,Normal,1/22/2018,269,,,,,,,,,,
Bug,PUP-7485,Closed,4/30/2017,Normal,5/17/2017,17,,,,,,,,,,
Bug,PUP-7490,Closed,5/2/2017,Normal,5/16/2017,14,,,,,,,,,,
Bug,PUP-7491,Closed,5/2/2017,Normal,5/2/2017,0,,,,,,,,,,
Bug,PUP-7502,Closed,5/8/2017,Normal,5/26/2017,18,,,,,,,,,,
Bug,PUP-7503,Closed,5/8/2017,Normal,5/20/2017,12,,,,,,,,,,
Bug,PUP-7507,Closed,5/9/2017,Normal,11/30/2017,205,,,,,,,,,,
Bug,PUP-7514,Closed,5/10/2017,Normal,5/15/2017,5,,,,,,,,,,
Bug,PUP-7515,Closed,5/10/2017,Normal,6/6/2017,27,,,,,,,,,,
Bug,PUP-7521,Closed,5/11/2017,Normal,8/3/2017,84,,,,,,,,,,
Bug,PUP-7523,Closed,5/11/2017,Normal,5/15/2017,4,,,,,,,,,,
Bug,PUP-7529,Closed,5/13/2017,Normal,5/30/2017,17,,,,,,,,,,
Bug,PUP-7543,Closed,5/16/2017,Normal,6/6/2017,21,,,,,,,,,,
Bug,PUP-7555,Closed,5/16/2017,Normal,6/13/2017,28,,,,,,,,,,
Bug,PUP-7575,Closed,5/18/2017,Normal,5/24/2017,6,,,,,,,,,,
Bug,PUP-7579,Closed,5/19/2017,Normal,6/5/2017,17,,,,,,,,,,
Bug,PUP-7580,Closed,5/22/2017,Normal,10/23/2018,519,,,,,,,,,,
Bug,PUP-7585,Closed,5/22/2017,Normal,5/23/2017,1,,,,,,,,,,
Bug,PUP-7587,Closed,5/22/2017,Normal,5/30/2017,8,,,,,,,,,,
Bug,PUP-7592,Closed,5/24/2017,Normal,5/30/2017,6,,,,,,,,,,
Bug,PUP-7594,Closed,5/24/2017,Normal,6/1/2017,8,,,,,,,,,,
Bug,PUP-7602,Closed,5/26/2017,Normal,6/26/2017,31,,,,,,,,,,
Bug,PUP-7603,Closed,5/29/2017,Normal,6/5/2017,7,,,,,,,,,,
Bug,PUP-7605,Closed,5/30/2017,Normal,6/5/2017,6,,,,,,,,,,
Bug,PUP-7608,Closed,5/30/2017,Normal,6/5/2017,6,,,,,,,,,,
Bug,PUP-7609,Closed,5/31/2017,Normal,7/20/2018,415,,,,,,,,,,
Bug,PUP-7611,Closed,5/31/2017,Normal,6/13/2017,13,,,,,,,,,,
Bug,PUP-7612,Closed,6/1/2017,Normal,6/8/2017,7,,,,,,,,,,
Bug,PUP-7614,Closed,6/2/2017,Normal,2/2/2018,245,,,,,,,,,,
Bug,PUP-7616,Closed,6/2/2017,Normal,6/13/2017,11,,,,,,,,,,
Bug,PUP-7617,Closed,6/2/2017,Normal,6/7/2017,5,,,,,,,,,,
Bug,PUP-7628,Closed,6/5/2017,Normal,6/8/2017,3,,,,,,,,,,
Bug,PUP-7627,Closed,6/7/2017,Normal,6/12/2017,5,,,,,,,,,,
Bug,PUP-7638,Closed,6/8/2017,Normal,6/12/2017,4,,,,,,,,,,
Bug,PUP-7641,Closed,6/9/2017,Normal,6/13/2017,4,,,,,,,,,,
Bug,PUP-7642,Closed,6/9/2017,Normal,6/13/2017,4,,,,,,,,,,
Bug,PUP-7654,Closed,6/12/2017,Normal,6/13/2017,1,,,,,,,,,,
Bug,PUP-7657,Closed,6/14/2017,Normal,6/23/2017,9,,,,,,,,,,
Bug,PUP-7660,Closed,6/14/2017,Normal,6/20/2017,6,,,,,,,,,,
Bug,PUP-7668,Closed,6/15/2017,Normal,8/31/2017,77,,,,,,,,,,
Bug,PUP-7672,Closed,6/16/2017,Normal,11/9/2017,146,,,,,,,,,,
Bug,PUP-7680,Closed,6/20/2017,Normal,7/7/2017,17,,,,,,,,,,
Bug,PUP-7684,Closed,6/20/2017,Normal,7/10/2017,20,,,,,,,,,,
Bug,PUP-7690,Closed,6/22/2017,Normal,6/30/2017,8,,,,,,,,,,
Bug,PUP-7691,Closed,6/22/2017,Normal,7/5/2017,13,,,,,,,,,,
Bug,PUP-7736,Closed,6/27/2017,Normal,6/28/2017,1,,,,,,,,,,
Bug,PUP-7738,Closed,6/28/2017,Normal,7/18/2017,20,,,,,,,,,,
Bug,PUP-7742,Closed,6/29/2017,Normal,7/17/2017,18,,,,,,,,,,
Bug,PUP-7743,Closed,6/29/2017,Normal,3/28/2018,272,,,,,,,,,,
Bug,PUP-7745,Closed,6/30/2017,Normal,11/9/2017,132,,,,,,,,,,
Bug,PUP-7747,Closed,6/30/2017,Normal,7/10/2017,10,,,,,,,,,,
Bug,PUP-7748,Closed,7/3/2017,Normal,8/2/2017,30,,,,,,,,,,
Bug,PUP-7751,Closed,7/5/2017,Normal,7/10/2017,5,,,,,,,,,,
Bug,PUP-7752,Closed,7/5/2017,Normal,7/17/2017,12,,,,,,,,,,
Bug,PUP-7753,Closed,7/5/2017,Normal,7/10/2017,5,,,,,,,,,,
Bug,PUP-7759,Closed,7/6/2017,Normal,7/6/2017,0,,,,,,,,,,
Bug,PUP-7762,Closed,7/7/2017,Normal,7/7/2017,0,,,,,,,,,,
Bug,PUP-7768,Closed,7/11/2017,Normal,8/23/2017,43,,,,,,,,,,
Bug,PUP-7770,Closed,7/11/2017,Normal,7/18/2017,7,,,,,,,,,,
Bug,PUP-7771,Closed,7/12/2017,Normal,8/2/2017,21,,,,,,,,,,
Bug,PUP-7774,Closed,7/12/2017,Normal,7/17/2017,5,,,,,,,,,,
Bug,PUP-7776,Closed,7/13/2017,Normal,8/23/2017,41,,,,,,,,,,
Bug,PUP-7781,Closed,7/15/2017,Normal,11/9/2017,117,,,,,,,,,,
